product_name,brand,product_type,unit,unit_purchase,price_per_unit,total_price,currency,date,delivery,store_location,type_store,customer_name,cashier_name
Hoe,Camel,Tool,Piece,2,80000,160000,IDR,2024-09-26 10:00:20,Pickup,Jayapura,Branch,Agus Syaiban,Marshanda Maharani
Timber Beam (Kaso),Unbranded,Wood,Piece,19,25000,475000,IDR,2022-09-20 10:01:56,Delivery,Bandung,Branch,Ananda Thalib,Harum Hafsa
Asbestos Sheet,Djabesmen,Roof Covering,Meter,23,60000,1380000,IDR,2020-05-19 17:01:01,Pickup,Jayapura,Branch,Maya Wijaya,Latifa Laila
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,1,64000,64000,IDR,2020-01-22 11:13:47,Pickup,Tasikmalaya,Head Office,Azahra Shihab,Naura Aliya Lestari
Timber Roof Frame,Unbranded,Roof Frame,Meter,30,30000,900000,IDR,2024-05-03 17:01:55,Pickup,Jakarta,Branch,Kayla Ubaid,Fiona Gianna
Asbestos Sheet,Djabesmen,Roof Covering,Meter,14,60000,840000,IDR,2022-08-19 13:46:00,Delivery,Tasikmalaya,Head Office,Agus Wijaya,Atyla Azfa
Wall Paint,Dulux,Paint,Can,39,120000,4680000,IDR,2020-01-21 08:56:59,Pickup,Denpasar,Branch,Ananda Syaiban,Ibrahim Iman
Tile Adhesive Mortar,AM,Mortar,Sack,39,60000,2340000,IDR,2023-01-10 14:34:58,Delivery,Jakarta,Branch,Agung Wijaya,Ahmad Adam
PVC Pipe,Wavin,Plumbing,Meter,45,15000,675000,IDR,2024-01-08 12:27:36,Pickup,Jakarta,Branch,Agus Tanuwijaya,Fiona Gianna
PVC Pipe,Rucika,Plumbing,Meter,10,16000,160000,IDR,2024-08-12 10:58:21,Delivery,Surabaya,Branch,Tono Wijaya,Zahra Jasmine
Pliers,Tekiro,Tool,Piece,1,35000,35000,IDR,2020-09-24 15:33:15,Pickup,Medan,Branch,Aleena Jayawardana,Kezia Karen
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,12,64000,768000,IDR,2024-11-06 08:35:17,Delivery,Tasikmalaya,Head Office,Hendra Kusuma,Al Harits
Door Handle,Belleza,Lock Accessory,Piece,17,50000,850000,IDR,2023-12-19 13:07:07,Delivery,Jayapura,Branch,Erna Malaka,Latifa Laila
Hand Saw,Tekiro,Tool,Piece,43,60000,2580000,IDR,2024-11-07 11:39:59,Delivery,Medan,Branch,Ayu Tanuwijaya,Ehsan Aziz
Hammer,Lippro,Tool,Piece,22,50000,1100000,IDR,2020-04-03 10:46:01,Pickup,Tasikmalaya,Head Office,Hendra Pahlevi,Ayu Putri Avicenna
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,10,15000,150000,IDR,2020-04-07 16:12:07,Delivery,Surabaya,Branch,Azahra Ubaid,Zahra Jasmine
Hoe,Camel,Tool,Piece,8,80000,640000,IDR,2020-04-13 14:26:20,Delivery,Denpasar,Branch,Agung Tanuwijaya,Permata Qaila
Wooden Beam,Unbranded,Wood,Piece,24,40000,960000,IDR,2020-11-12 12:33:10,Delivery,Surabaya,Branch,Aleena Syaiban,Zahra Jasmine
Paint Brush,Eterna,Paint Accessory,Piece,50,15000,750000,IDR,2022-08-05 08:18:28,Pickup,Denpasar,Branch,Azahra Kusuma,Permata Qaila
Water Tank,Penguin,Plumbing,Piece,23,1500000,34500000,IDR,2023-03-18 14:22:45,Pickup,Denpasar,Branch,Azahra Wijaya,Ibrahim Iman
PVC Door,Maspion,Door,Piece,7,350000,2450000,IDR,2024-12-20 10:40:56,Pickup,Tasikmalaya,Head Office,Maya Pahlevi,Al Harits
Concrete Sand,Unbranded,Sand,Cubic Meter,8,300000,2400000,IDR,2020-01-23 14:57:43,Delivery,Jayapura,Branch,Erna Tanuwijaya,Latifa Laila
Red Brick,Laksana,Brick,Piece,26,800,20800,IDR,2022-02-11 15:57:29,Delivery,Jakarta,Branch,Syifa Syaiban,Fiona Gianna
Metal Roof Tile,Multi Roof,Roof Covering,Piece,29,5000,145000,IDR,2022-08-08 17:30:44,Pickup,Surabaya,Branch,Hendra Ubaid,Agus Cahyadi
Door Lock,Solid,Lock,Set,35,100000,3500000,IDR,2023-09-27 14:30:51,Pickup,Jayapura,Branch,Saiful Shihab,Faiz Fadlurrahman
Wall Paint,Dulux,Paint,Can,41,120000,4920000,IDR,2024-12-25 11:36:36,Delivery,Jakarta,Branch,Agus Ubaid,Ahmad Adam
Granite Tile,Indogress,Tile,Box,4,150000,600000,IDR,2023-09-25 14:12:38,Pickup,Tasikmalaya,Head Office,Ayu Pahlevi,Ayu Putri Avicenna
Clay Roof Tile,Kanmuri,Roof Covering,Piece,24,2000,48000,IDR,2021-08-21 13:37:21,Delivery,Bandung,Branch,Kayla Tanuwijaya,Anwar Arif Akhtar
Power Outlet,Panasonic,Electrical,Piece,29,20000,580000,IDR,2022-03-28 09:08:05,Pickup,Surabaya,Branch,Agus Malaka,Zahra Jasmine
Gresik 40 kg,Gresik,Cement,Sack,40,57000,2280000,IDR,2023-02-18 16:32:54,Delivery,Jayapura,Branch,Aleena Shihab,Fauzi Ghaffar
PVC Pipe,Rucika,Plumbing,Meter,15,16000,240000,IDR,2023-04-19 17:38:35,Pickup,Jakarta,Branch,Ayu Malaka,Muhammad Fikru
Roof Batten (Reng),Unbranded,Wood,Piece,20,15000,300000,IDR,2022-09-08 16:48:17,Pickup,Medan,Branch,Kayla Wijaya,Chairil Dhaifullah
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,30,76000,2280000,IDR,2022-05-05 15:07:44,Pickup,Surabaya,Branch,Ayu Syaiban,Agus Cahyadi
Squat Toilet,INA,Sanitary,Piece,35,300000,10500000,IDR,2020-04-10 15:09:58,Delivery,Jayapura,Branch,Aleena Kusuma,Latifa Laila
Gresik 50 kg,Gresik,Cement,Sack,19,70000,1330000,IDR,2024-06-17 11:51:10,Delivery,Bandung,Branch,Aleena Thalib,Anwar Arif Akhtar
Hand Saw,Tekiro,Tool,Piece,27,60000,1620000,IDR,2020-09-18 13:23:39,Delivery,Denpasar,Branch,Azahra Syaiban,Ilyas Jabar
Plastering Float,Lippro,Tool,Piece,39,30000,1170000,IDR,2024-10-07 12:52:08,Delivery,Jayapura,Branch,Ayu Pahlevi,Marshanda Maharani
Door Lock,Solid,Lock,Set,40,100000,4000000,IDR,2024-01-19 17:01:35,Delivery,Denpasar,Branch,Tono Pahlevi,Ibrahim Iman
Skim Coat (Wall Putty),Drymix,Mortar,Sack,41,55000,2255000,IDR,2022-02-18 13:51:55,Delivery,Denpasar,Branch,Ayu Malaka,Nina Octavia
Squat Toilet,INA,Sanitary,Piece,22,300000,6600000,IDR,2022-04-06 15:04:53,Pickup,Jayapura,Branch,Aleena Pahlevi,Marshanda Maharani
Shovel,Camel,Tool,Piece,13,75000,975000,IDR,2024-04-22 09:49:03,Delivery,Jayapura,Branch,Azahra Kusuma,Fauzi Ghaffar
Holcim 50 kg,Holcim,Cement,Sack,2,68000,136000,IDR,2020-01-31 08:29:43,Pickup,Tasikmalaya,Head Office,Ferry Ubaid,Al Harits
Metal Roof Tile,Multi Roof,Roof Covering,Piece,23,5000,115000,IDR,2021-10-13 08:51:23,Pickup,Tasikmalaya,Head Office,Agus Pahlevi,Ayu Putri Avicenna
Hammer,Lippro,Tool,Piece,37,50000,1850000,IDR,2024-08-19 08:00:35,Delivery,Bandung,Branch,Ayu Jayawardana,Asep Aziz
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,17,15000,255000,IDR,2023-10-12 08:52:12,Pickup,Bandung,Branch,Hendra Wijaya,Asep Aziz
Ceramic Tile,Roman,Tile,Box,38,75000,2850000,IDR,2024-12-14 16:23:44,Delivery,Denpasar,Branch,Asep Ubaid,Nina Octavia
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,24,76000,1824000,IDR,2024-02-12 12:03:41,Delivery,Bandung,Branch,Azahra Wijaya,Harum Hafsa
Rebar 6mm,Krakatau Steel,Steel,Meter,28,15000,420000,IDR,2023-10-17 13:52:04,Pickup,Tasikmalaya,Head Office,Budi Ubaid,Al Harits
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,18,350000,6300000,IDR,2022-05-17 16:00:55,Pickup,Denpasar,Branch,Melania Syaiban,Ibrahim Iman
Hand Saw,Tekiro,Tool,Piece,9,60000,540000,IDR,2024-03-19 08:57:09,Delivery,Surabaya,Branch,Tono Syaiban,Agus Cahyadi
Masonry Sand,Unbranded,Sand,Cubic Meter,28,250000,7000000,IDR,2021-02-24 17:05:38,Delivery,Surabaya,Branch,Saiful Jayawardana,Isabell Inaya
PVC Pipe,Wavin,Plumbing,Meter,24,15000,360000,IDR,2023-08-18 12:32:14,Delivery,Jayapura,Branch,Asep Pahlevi,Faiz Fadlurrahman
Door Frame (Wood),Unbranded,Door Frame,Piece,22,250000,5500000,IDR,2024-10-10 11:21:57,Pickup,Jayapura,Branch,Ananda Kusuma,Marshanda Maharani
Concrete Block,Bricon,Brick,Piece,8,5000,40000,IDR,2023-10-27 13:33:55,Pickup,Jayapura,Branch,Nina Thalib,Marshanda Maharani
Wall Paint,Dulux,Paint,Can,22,120000,2640000,IDR,2020-12-24 10:21:17,Delivery,Jayapura,Branch,Saiful Jayawardana,Latifa Laila
Pliers,Tekiro,Tool,Piece,10,35000,350000,IDR,2023-01-25 16:06:01,Pickup,Denpasar,Branch,Nina Malaka,Ilyas Jabar
Hoe,Camel,Tool,Piece,20,80000,1600000,IDR,2021-01-08 13:39:07,Delivery,Denpasar,Branch,Nina Shihab,Ibrahim Iman
Concrete Block,Bricon,Brick,Piece,34,5000,170000,IDR,2021-01-22 16:00:40,Delivery,Bandung,Branch,Asep Wijaya,Harum Hafsa
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,40,90000,3600000,IDR,2024-07-17 16:47:08,Pickup,Tasikmalaya,Head Office,Tono Jayawardana,Ayu Putri Avicenna
Holcim 50 kg,Holcim,Cement,Sack,15,68000,1020000,IDR,2021-09-04 12:21:54,Delivery,Bandung,Branch,Aleena Thalib,Asep Aziz
Granite Tile,Indogress,Tile,Box,36,150000,5400000,IDR,2024-02-21 09:14:54,Pickup,Medan,Branch,Erna Syaiban,Chairil Dhaifullah
Wooden Door,Unbranded,Door,Piece,18,500000,9000000,IDR,2020-10-13 08:17:42,Delivery,Jayapura,Branch,Budi Wijaya,Latifa Laila
Conduit Pipe,Clipsal,Electrical,Meter,10,7000,70000,IDR,2022-04-05 11:22:58,Pickup,Tasikmalaya,Head Office,Erna Shihab,Atyla Azfa
Plastering Float,Lippro,Tool,Piece,27,30000,810000,IDR,2023-03-01 16:46:09,Pickup,Jakarta,Branch,Hendra Tanuwijaya,Fiona Gianna
Rebar 6mm,Krakatau Steel,Steel,Meter,15,15000,225000,IDR,2020-04-01 12:55:44,Delivery,Medan,Branch,Ferry Malaka,Kayla Kiki Lena
Asbestos Sheet,Djabesmen,Roof Covering,Meter,19,60000,1140000,IDR,2024-01-25 16:04:41,Pickup,Tasikmalaya,Head Office,Hendra Thalib,Ayu Putri Avicenna
PVC Door,Maspion,Door,Piece,43,350000,15050000,IDR,2023-12-05 08:58:18,Pickup,Surabaya,Branch,Tono Jayawardana,Isabell Inaya
Squat Toilet,INA,Sanitary,Piece,20,300000,6000000,IDR,2021-08-20 12:11:50,Delivery,Jayapura,Branch,Kayla Syaiban,Fauzi Ghaffar
Rebar 8mm,Master Steel,Steel,Meter,49,20000,980000,IDR,2021-02-18 16:31:57,Pickup,Tasikmalaya,Head Office,Wawan Syaiban,Ayu Putri Avicenna
Tile Adhesive Mortar,AM,Mortar,Sack,37,60000,2220000,IDR,2021-03-17 08:11:23,Delivery,Medan,Branch,Agus Thalib,Kayla Kiki Lena
Door Frame (Wood),Unbranded,Door Frame,Piece,24,250000,6000000,IDR,2024-08-10 13:05:42,Delivery,Medan,Branch,Kayla Syaiban,Kayla Kiki Lena
Hammer,Lippro,Tool,Piece,44,50000,2200000,IDR,2024-01-29 16:30:19,Delivery,Bandung,Branch,Hendra Jayawardana,Harum Hafsa
Concrete Block,Bricon,Brick,Piece,9,5000,45000,IDR,2020-06-24 11:08:56,Pickup,Tasikmalaya,Head Office,Aleena Pahlevi,Al Harits
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,40,90000,3600000,IDR,2020-11-28 14:11:55,Pickup,Medan,Branch,Aleena Syaiban,Chairil Dhaifullah
Asbestos Sheet,Djabesmen,Roof Covering,Meter,34,60000,2040000,IDR,2022-08-05 17:25:33,Pickup,Jakarta,Branch,Melania Ubaid,Erinna Elsa Elizha
Gresik 40 kg,Gresik,Cement,Sack,27,57000,1539000,IDR,2020-12-02 15:12:50,Pickup,Surabaya,Branch,Melania Wijaya,Isabell Inaya
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,19,76000,1444000,IDR,2021-10-23 13:32:27,Pickup,Bandung,Branch,Erna Pahlevi,Anwar Arif Akhtar
Door Handle,Belleza,Lock Accessory,Piece,10,50000,500000,IDR,2023-12-07 10:59:08,Pickup,Tasikmalaya,Head Office,Azahra Wijaya,Al Harits
Electrical Cable,Supreme,Electrical,Meter,38,5000,190000,IDR,2023-03-11 13:28:42,Pickup,Jayapura,Branch,Ferry Ubaid,Latifa Laila
Hand Saw,Tekiro,Tool,Piece,20,60000,1200000,IDR,2021-01-05 16:33:39,Pickup,Jakarta,Branch,Ayu Pahlevi,Muhammad Fikru
Door Handle,Belleza,Lock Accessory,Piece,29,50000,1450000,IDR,2022-08-13 11:56:07,Delivery,Bandung,Branch,Kayla Jayawardana,Harum Hafsa
Skim Coat (Wall Putty),Drymix,Mortar,Sack,50,55000,2750000,IDR,2024-09-09 12:36:26,Pickup,Surabaya,Branch,Hendra Tanuwijaya,Agus Cahyadi
Hammer,Lippro,Tool,Piece,1,50000,50000,IDR,2021-09-06 12:09:09,Delivery,Medan,Branch,Asep Kusuma,Kezia Karen
Gresik 40 kg,Gresik,Cement,Sack,49,57000,2793000,IDR,2020-12-18 12:11:20,Pickup,Denpasar,Branch,Erna Malaka,Permata Qaila
Electrical Cable,Supreme,Electrical,Meter,26,5000,130000,IDR,2024-11-16 16:51:50,Delivery,Medan,Branch,Agung Kusuma,Chairil Dhaifullah
Rebar 10mm,Gunung Steel,Steel,Meter,19,25000,475000,IDR,2024-07-26 15:13:37,Pickup,Jakarta,Branch,Tono Syaiban,Muhammad Fikru
Shower,American Standard,Sanitary,Set,18,200000,3600000,IDR,2020-01-11 11:14:15,Pickup,Jakarta,Branch,Agung Ubaid,Muhammad Fikru
Conduit Pipe,Clipsal,Electrical,Meter,25,7000,175000,IDR,2023-02-25 09:02:13,Pickup,Jayapura,Branch,Agung Jayawardana,Fauzi Ghaffar
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,21,15000,315000,IDR,2020-05-06 09:00:59,Delivery,Jayapura,Branch,Agus Syaiban,Fauzi Ghaffar
Hand Saw,Tekiro,Tool,Piece,50,60000,3000000,IDR,2020-03-10 12:29:02,Delivery,Bandung,Branch,Ananda Ubaid,Harum Hafsa
Shovel,Camel,Tool,Piece,46,75000,3450000,IDR,2022-09-13 10:15:09,Delivery,Tasikmalaya,Head Office,Saiful Malaka,Naura Aliya Lestari
Spirit Level,Krisbow,Tool,Piece,23,65000,1495000,IDR,2020-04-10 15:51:37,Delivery,Bandung,Branch,Wawan Tanuwijaya,Harum Hafsa
Shovel,Camel,Tool,Piece,40,75000,3000000,IDR,2022-11-15 08:50:15,Delivery,Jayapura,Branch,Tono Ubaid,Faiz Fadlurrahman
Steel Door,WINA,Door,Piece,2,700000,1400000,IDR,2021-09-20 16:56:53,Pickup,Jakarta,Branch,Maya Wijaya,Erinna Elsa Elizha
Rebar 8mm,Master Steel,Steel,Meter,39,20000,780000,IDR,2020-04-01 17:08:58,Delivery,Jakarta,Branch,Ferry Shihab,Ahmad Adam
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,40,90000,3600000,IDR,2024-09-28 12:34:58,Pickup,Bandung,Branch,Agus Ubaid,Anwar Arif Akhtar
Door Lock,Solid,Lock,Set,48,100000,4800000,IDR,2022-02-03 12:11:32,Delivery,Bandung,Branch,Nina Syaiban,Hera Harsha
Rebar 10mm,Gunung Steel,Steel,Meter,35,25000,875000,IDR,2021-06-04 15:57:39,Delivery,Denpasar,Branch,Nina Kusuma,Ilyas Jabar
Lightweight Brick (AAC Block),Hebel,Brick,Piece,22,10000,220000,IDR,2024-01-30 09:20:53,Pickup,Tasikmalaya,Head Office,Asep Shihab,Al Harits
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,3,350000,1050000,IDR,2021-01-27 10:33:51,Delivery,Jayapura,Branch,Azahra Jayawardana,Latifa Laila
Wall Paint,Dulux,Paint,Can,19,120000,2280000,IDR,2020-02-03 09:52:20,Delivery,Jayapura,Branch,Melania Wijaya,Fauzi Ghaffar
Wooden Beam,Unbranded,Wood,Piece,43,40000,1720000,IDR,2023-03-10 14:54:08,Pickup,Denpasar,Branch,Nina Syaiban,Permata Qaila
Metal Roof Tile,Multi Roof,Roof Covering,Piece,4,5000,20000,IDR,2021-06-26 14:53:42,Pickup,Surabaya,Branch,Ferry Wijaya,Burhan Bakhtiar
Hand Saw,Tekiro,Tool,Piece,15,60000,900000,IDR,2024-02-12 14:34:40,Pickup,Surabaya,Branch,Budi Wijaya,Isabell Inaya
Hammer,Lippro,Tool,Piece,16,50000,800000,IDR,2020-12-09 16:08:44,Pickup,Medan,Branch,Syifa Ubaid,Ehsan Aziz
Rebar 6mm,Krakatau Steel,Steel,Meter,43,15000,645000,IDR,2024-09-13 15:04:54,Pickup,Jakarta,Branch,Aleena Wijaya,Muhammad Fikru
Ceramic Tile,Roman,Tile,Box,11,75000,825000,IDR,2021-06-03 15:17:17,Pickup,Tasikmalaya,Head Office,Wawan Syaiban,Al Harits
Wall Putty (Filler),Matex,Paint Accessory,Kg,10,20000,200000,IDR,2022-10-14 09:35:24,Pickup,Surabaya,Branch,Nina Thalib,Burhan Bakhtiar
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,23,76000,1748000,IDR,2020-12-16 12:39:29,Pickup,Surabaya,Branch,Agus Pahlevi,Agus Cahyadi
Conduit Pipe,Clipsal,Electrical,Meter,50,7000,350000,IDR,2020-09-24 11:25:40,Pickup,Tasikmalaya,Head Office,Tono Ubaid,Naura Aliya Lestari
Door Handle,Belleza,Lock Accessory,Piece,20,50000,1000000,IDR,2020-09-25 11:23:32,Pickup,Denpasar,Branch,Azahra Shihab,Ibrahim Iman
Clay Roof Tile,Kanmuri,Roof Covering,Piece,1,2000,2000,IDR,2021-10-04 15:38:59,Delivery,Medan,Branch,Agung Ubaid,Kezia Karen
Water Tank,Penguin,Plumbing,Piece,13,1500000,19500000,IDR,2023-05-24 15:06:40,Pickup,Bandung,Branch,Agung Syaiban,Anwar Arif Akhtar
Shovel,Camel,Tool,Piece,48,75000,3600000,IDR,2023-03-14 17:23:52,Pickup,Surabaya,Branch,Kayla Syaiban,Agus Cahyadi
GRC Board,KalsiBoard,Ceiling,Sheet,44,70000,3080000,IDR,2020-12-16 16:23:08,Pickup,Denpasar,Branch,Kayla Thalib,Ibrahim Iman
Rebar 6mm,Krakatau Steel,Steel,Meter,25,15000,375000,IDR,2020-04-08 08:37:53,Pickup,Denpasar,Branch,Saiful Wijaya,Ibrahim Iman
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,30,50000,1500000,IDR,2020-12-22 14:47:00,Pickup,Medan,Branch,Saiful Kusuma,Kezia Karen
Gresik 50 kg,Gresik,Cement,Sack,41,70000,2870000,IDR,2022-02-19 17:18:55,Pickup,Denpasar,Branch,Asep Kusuma,Ibrahim Iman
Paint Roller,Ace Oldfields,Paint Accessory,Piece,50,25000,1250000,IDR,2021-03-11 13:35:32,Delivery,Bandung,Branch,Maya Jayawardana,Anwar Arif Akhtar
GRC Board,KalsiBoard,Ceiling,Sheet,17,70000,1190000,IDR,2022-06-14 13:11:31,Pickup,Surabaya,Branch,Azahra Kusuma,Zahra Jasmine
Squat Toilet,INA,Sanitary,Piece,35,300000,10500000,IDR,2023-12-15 13:45:22,Delivery,Denpasar,Branch,Nina Ubaid,Ilyas Jabar
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,37,90000,3330000,IDR,2024-04-24 15:58:32,Delivery,Denpasar,Branch,Maya Pahlevi,Nina Octavia
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,9,15000,135000,IDR,2020-10-07 16:27:37,Delivery,Jayapura,Branch,Ananda Malaka,Marshanda Maharani
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,18,50000,900000,IDR,2020-07-30 10:50:55,Delivery,Jakarta,Branch,Tono Kusuma,Fiona Gianna
Steel Door,WINA,Door,Piece,16,700000,11200000,IDR,2023-12-04 11:29:57,Pickup,Surabaya,Branch,Erna Thalib,Zahra Jasmine
Electrical Cable,Supreme,Electrical,Meter,35,5000,175000,IDR,2021-09-10 13:33:38,Pickup,Bandung,Branch,Hendra Thalib,Hera Harsha
Rebar 8mm,Master Steel,Steel,Meter,34,20000,680000,IDR,2020-05-23 15:37:52,Delivery,Bandung,Branch,Wawan Jayawardana,Anwar Arif Akhtar
Rebar 6mm,Krakatau Steel,Steel,Meter,10,15000,150000,IDR,2024-10-31 12:59:57,Pickup,Surabaya,Branch,Maya Shihab,Burhan Bakhtiar
Shower,American Standard,Sanitary,Set,38,200000,7600000,IDR,2024-08-29 13:01:21,Pickup,Surabaya,Branch,Syifa Pahlevi,Isabell Inaya
Masonry Sand,Unbranded,Sand,Cubic Meter,15,250000,3750000,IDR,2023-05-18 10:56:05,Delivery,Tasikmalaya,Head Office,Tono Pahlevi,Atyla Azfa
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,1,350000,350000,IDR,2020-03-07 09:39:52,Delivery,Jakarta,Branch,Maya Shihab,Ahmad Adam
Rebar 8mm,Master Steel,Steel,Meter,14,20000,280000,IDR,2021-05-03 13:39:02,Pickup,Jakarta,Branch,Saiful Pahlevi,Fiona Gianna
Hoe,Camel,Tool,Piece,1,80000,80000,IDR,2020-04-18 14:15:30,Pickup,Jayapura,Branch,Ananda Thalib,Marshanda Maharani
Door Frame (Wood),Unbranded,Door Frame,Piece,34,250000,8500000,IDR,2024-03-05 08:20:41,Delivery,Bandung,Branch,Wawan Jayawardana,Harum Hafsa
Paint Brush,Eterna,Paint Accessory,Piece,9,15000,135000,IDR,2020-06-24 10:03:46,Pickup,Medan,Branch,Wawan Malaka,Chairil Dhaifullah
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,10,90000,900000,IDR,2023-03-06 11:04:55,Pickup,Medan,Branch,Erna Pahlevi,Chairil Dhaifullah
Tile Adhesive Mortar,AM,Mortar,Sack,7,60000,420000,IDR,2021-03-31 08:07:44,Pickup,Tasikmalaya,Head Office,Agung Thalib,Naura Aliya Lestari
Conduit Pipe,Clipsal,Electrical,Meter,8,7000,56000,IDR,2021-02-19 09:57:34,Delivery,Jayapura,Branch,Maya Wijaya,Latifa Laila
Hoe,Camel,Tool,Piece,1,80000,80000,IDR,2021-05-06 11:56:40,Delivery,Denpasar,Branch,Ananda Syaiban,Ilyas Jabar
Paint Brush,Eterna,Paint Accessory,Piece,38,15000,570000,IDR,2022-04-04 15:23:32,Delivery,Tasikmalaya,Head Office,Tono Syaiban,Atyla Azfa
Tile Grout,Sika,Mortar,Sack,13,45000,585000,IDR,2024-01-27 17:02:57,Delivery,Medan,Branch,Syifa Kusuma,Ehsan Aziz
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,44,50000,2200000,IDR,2022-10-11 11:55:10,Delivery,Medan,Branch,Hendra Tanuwijaya,Ehsan Aziz
Lightweight Brick (AAC Block),Hebel,Brick,Piece,42,10000,420000,IDR,2024-10-01 09:22:23,Pickup,Bandung,Branch,Agung Tanuwijaya,Asep Aziz
Door Frame (Wood),Unbranded,Door Frame,Piece,38,250000,9500000,IDR,2024-02-07 10:55:54,Pickup,Tasikmalaya,Head Office,Hendra Jayawardana,Atyla Azfa
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,46,350000,16100000,IDR,2020-01-02 13:51:59,Delivery,Denpasar,Branch,Melania Shihab,Nina Octavia
Spirit Level,Krisbow,Tool,Piece,18,65000,1170000,IDR,2024-10-01 17:51:05,Delivery,Jakarta,Branch,Ananda Wijaya,Fiona Gianna
Shovel,Camel,Tool,Piece,42,75000,3150000,IDR,2021-02-20 08:51:34,Pickup,Denpasar,Branch,Tono Thalib,Nina Octavia
GRC Board,KalsiBoard,Ceiling,Sheet,40,70000,2800000,IDR,2023-03-07 11:32:41,Delivery,Denpasar,Branch,Budi Ubaid,Ilyas Jabar
Timber Beam (Kaso),Unbranded,Wood,Piece,10,25000,250000,IDR,2022-09-24 15:18:05,Delivery,Jayapura,Branch,Syifa Ubaid,Marshanda Maharani
Gypsum Board,Jayaboard,Ceiling,Sheet,18,60000,1080000,IDR,2024-05-02 11:41:02,Pickup,Tasikmalaya,Head Office,Azahra Malaka,Naura Aliya Lestari
Hand Saw,Tekiro,Tool,Piece,28,60000,1680000,IDR,2022-12-07 10:12:44,Delivery,Jakarta,Branch,Melania Shihab,Erinna Elsa Elizha
PVC Pipe,Rucika,Plumbing,Meter,34,16000,544000,IDR,2020-09-25 11:35:45,Pickup,Jayapura,Branch,Melania Jayawardana,Latifa Laila
Rebar 8mm,Master Steel,Steel,Meter,35,20000,700000,IDR,2020-09-07 17:37:06,Pickup,Jakarta,Branch,Nina Malaka,Ahmad Adam
Pliers,Tekiro,Tool,Piece,35,35000,1225000,IDR,2020-09-18 09:54:18,Pickup,Denpasar,Branch,Tono Wijaya,Nina Octavia
Conduit Pipe,Clipsal,Electrical,Meter,16,7000,112000,IDR,2020-01-28 10:32:24,Delivery,Tasikmalaya,Head Office,Erna Jayawardana,Al Harits
PVC Door,Maspion,Door,Piece,17,350000,5950000,IDR,2021-02-27 15:48:49,Delivery,Denpasar,Branch,Budi Kusuma,Ilyas Jabar
Holcim 50 kg,Holcim,Cement,Sack,34,68000,2312000,IDR,2020-07-25 17:36:15,Pickup,Tasikmalaya,Head Office,Agung Malaka,Atyla Azfa
Squat Toilet,INA,Sanitary,Piece,8,300000,2400000,IDR,2022-10-07 14:33:36,Pickup,Tasikmalaya,Head Office,Tono Kusuma,Naura Aliya Lestari
Door Hinge,Belleza,Lock Accessory,Pair,1,30000,30000,IDR,2024-02-06 12:01:40,Delivery,Tasikmalaya,Head Office,Tono Wijaya,Ayu Putri Avicenna
Power Outlet,Panasonic,Electrical,Piece,43,20000,860000,IDR,2021-08-10 09:33:24,Pickup,Jakarta,Branch,Agung Wijaya,Muhammad Fikru
Roof Batten (Reng),Unbranded,Wood,Piece,46,15000,690000,IDR,2021-04-09 08:14:07,Delivery,Medan,Branch,Tono Syaiban,Kayla Kiki Lena
Wooden Door,Unbranded,Door,Piece,44,500000,22000000,IDR,2022-01-22 15:51:12,Delivery,Bandung,Branch,Ananda Shihab,Asep Aziz
Gypsum Board,Jayaboard,Ceiling,Sheet,41,60000,2460000,IDR,2023-07-27 14:27:45,Pickup,Jayapura,Branch,Aleena Tanuwijaya,Fauzi Ghaffar
Electrical Cable,Supreme,Electrical,Meter,33,5000,165000,IDR,2020-02-11 08:01:31,Delivery,Bandung,Branch,Agus Thalib,Anwar Arif Akhtar
Sitting Toilet,TOTO,Sanitary,Piece,22,1200000,26400000,IDR,2022-08-20 15:34:49,Pickup,Medan,Branch,Ayu Pahlevi,Kayla Kiki Lena
Clay Roof Tile,Kanmuri,Roof Covering,Piece,24,2000,48000,IDR,2022-04-02 12:49:34,Delivery,Surabaya,Branch,Kayla Ubaid,Burhan Bakhtiar
